timestamp_ms,moduleID,motorID,currentSpeed,targetSpeed,PIDOutput,POutput,IOutput,DOutput
timestamp_ms,moduleID,motorID,currentSpeed,targetSpeed,PIDOutput,POutput,IOutput,DOutput
1748615920472,MOD1,32116,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920482,MOD1,32126,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920483,MOD1,32127,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920495,MOD1,32137,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920497,MOD1,32138,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920504,MOD1,32148,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920521,MOD1,32149,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920521,MOD1,32159,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920522,MOD1,32160,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920526,MOD1,32170,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920527,MOD1,32171,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920537,MOD1,32181,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920538,MOD1,32182,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920548,MOD1,32192,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920549,MOD1,32193,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920562,MOD1,32203,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920562,MOD1,32204,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920581,MOD1,32214,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920581,MOD1,32215,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920581,MOD1,32225,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920582,MOD1,32226,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920595,MOD1,32236,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920596,MOD1,32237,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920603,MOD1,32247,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920605,MOD1,32248,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920615,MOD1,32258,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920615,MOD1,32259,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920625,MOD1,32269,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920627,MOD1,32270,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920636,MOD1,32280,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920637,MOD1,32281,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920647,MOD1,32291,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920648,MOD1,32292,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920658,MOD1,32302,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920664,MOD1,32303,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920670,MOD1,32313,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920670,MOD1,32314,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920683,MOD1,32324,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920683,MOD1,32325,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920694,MOD1,32335,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920694,MOD1,32336,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920703,MOD1,32346,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920703,MOD1,32347,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920713,MOD1,32357,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920714,MOD1,32358,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920725,MOD1,32368,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920725,MOD1,32369,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920736,MOD1,32379,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920736,MOD1,32380,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920749,MOD1,32390,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920749,MOD1,32391,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920757,MOD1,32401,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920758,MOD1,32402,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920769,MOD1,32412,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920769,MOD1,32413,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920780,MOD1,32423,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920780,MOD1,32424,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920791,MOD1,32434,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920791,MOD1,32435,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920802,MOD1,32445,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920802,MOD1,32446,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920813,MOD1,32456,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920813,MOD1,32457,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920824,MOD1,32467,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920824,MOD1,32468,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920835,MOD1,32478,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920835,MOD1,32479,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920846,MOD1,32489,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920846,MOD1,32490,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920862,MOD1,32500,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920862,MOD1,32501,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920867,MOD1,32511,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920869,MOD1,32512,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920879,MOD1,32522,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920879,MOD1,32523,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920890,MOD1,32533,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920890,MOD1,32534,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920901,MOD1,32544,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920901,MOD1,32545,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920916,MOD1,32555,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920916,MOD1,32556,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920922,MOD1,32566,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920923,MOD1,32567,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920934,MOD1,32577,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920934,MOD1,32578,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920944,MOD1,32588,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920946,MOD1,32589,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920959,MOD1,32599,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920959,MOD1,32600,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920967,MOD1,32610,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920967,MOD1,32611,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920978,MOD1,32621,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920978,MOD1,32622,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615920991,MOD1,32632,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615920991,MOD1,32633,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921000,MOD1,32643,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921000,MOD1,32644,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921011,MOD1,32654,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921011,MOD1,32655,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921024,MOD1,32665,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921024,MOD1,32666,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921033,MOD1,32676,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921033,MOD1,32677,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921046,MOD1,32687,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921046,MOD1,32688,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921068,MOD1,32698,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921068,MOD1,32699,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921069,MOD1,32709,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921069,MOD1,32710,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921076,MOD1,32720,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921078,MOD1,32721,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921088,MOD1,32731,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921088,MOD1,32732,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921105,MOD1,32742,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921105,MOD1,32743,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921110,MOD1,32753,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921110,MOD1,32754,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921122,MOD1,32764,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921122,MOD1,32765,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921132,MOD1,32775,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921132,MOD1,32776,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921142,MOD1,32786,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921143,MOD1,32787,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921153,MOD1,32797,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921154,MOD1,32798,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921164,MOD1,32808,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921165,MOD1,32809,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921175,MOD1,32819,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921176,MOD1,32820,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921189,MOD1,32830,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921190,MOD1,32831,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921198,MOD1,32841,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921198,MOD1,32842,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921208,MOD1,32852,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921209,MOD1,32853,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921220,MOD1,32863,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921221,MOD1,32864,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921231,MOD1,32874,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921231,MOD1,32875,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921241,MOD1,32885,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921257,MOD1,32886,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921257,MOD1,32896,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921257,MOD1,32897,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921263,MOD1,32907,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921263,MOD1,32908,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921275,MOD1,32918,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921275,MOD1,32919,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921286,MOD1,32929,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921286,MOD1,32930,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921298,MOD1,32940,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921298,MOD1,32941,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921308,MOD1,32951,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921309,MOD1,32952,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921319,MOD1,32962,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921319,MOD1,32963,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921330,MOD1,32973,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921330,MOD1,32974,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921341,MOD1,32984,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921341,MOD1,32985,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921352,MOD1,32995,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921353,MOD1,32996,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921373,MOD1,33006,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921373,MOD1,33007,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921373,MOD1,33017,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921376,MOD1,33018,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921385,MOD1,33028,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921385,MOD1,33029,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921395,MOD1,33039,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921399,MOD1,33040,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921407,MOD1,33050,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921408,MOD1,33051,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921418,MOD1,33061,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921418,MOD1,33062,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921431,MOD1,33072,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921432,MOD1,33073,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921458,MOD1,33083,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921458,MOD1,33084,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921459,MOD1,33094,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921460,MOD1,33095,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921461,MOD1,33105,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921462,MOD1,33106,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921472,MOD1,33116,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921473,MOD1,33117,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921484,MOD1,33127,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921486,MOD1,33128,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921495,MOD1,33138,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921495,MOD1,33139,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921506,MOD1,33149,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921506,MOD1,33150,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921517,MOD1,33160,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921517,MOD1,33161,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921528,MOD1,33171,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921528,MOD1,33172,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921539,MOD1,33182,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921542,MOD1,33183,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921564,MOD1,33193,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921564,MOD1,33194,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921564,MOD1,33204,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921565,MOD1,33205,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921573,MOD1,33215,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921573,MOD1,33216,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921583,MOD1,33226,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921583,MOD1,33227,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921594,MOD1,33237,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921594,MOD1,33238,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921605,MOD1,33248,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921605,MOD1,33249,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921621,MOD1,33259,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921621,MOD1,33260,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921627,MOD1,33270,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921628,MOD1,33271,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921638,MOD1,33281,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921638,MOD1,33282,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921650,MOD1,33292,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921650,MOD1,33293,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921660,MOD1,33303,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921660,MOD1,33304,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921670,MOD1,33314,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921671,MOD1,33315,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921682,MOD1,33325,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921683,MOD1,33326,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921692,MOD1,33336,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921707,MOD1,33347,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921707,MOD1,33348,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921714,MOD1,33358,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921715,MOD1,33359,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921726,MOD1,33369,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921726,MOD1,33370,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921737,MOD1,33380,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921738,MOD1,33381,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921748,MOD1,33391,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921749,MOD1,33392,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921759,MOD1,33402,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921759,MOD1,33403,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921770,MOD1,33413,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921770,MOD1,33414,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921780,MOD1,33424,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921781,MOD1,33425,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921791,MOD1,33435,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921792,MOD1,33436,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921802,MOD1,33446,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921803,MOD1,33447,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921815,MOD1,33457,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921815,MOD1,33458,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921824,MOD1,33468,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921825,MOD1,33469,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921836,MOD1,33479,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921836,MOD1,33480,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921847,MOD1,33490,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921847,MOD1,33491,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921858,MOD1,33501,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921858,MOD1,33502,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921868,MOD1,33512,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921869,MOD1,33513,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921879,MOD1,33523,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921880,MOD1,33524,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921891,MOD1,33534,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921891,MOD1,33535,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921901,MOD1,33545,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921902,MOD1,33546,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921912,MOD1,33556,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921912,MOD1,33557,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921923,MOD1,33567,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921926,MOD1,33568,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921935,MOD1,33578,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921935,MOD1,33579,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921945,MOD1,33589,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921945,MOD1,33590,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921956,MOD1,33600,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921957,MOD1,33601,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921967,MOD1,33611,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921968,MOD1,33612,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921978,MOD1,33622,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921981,MOD1,33623,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615921990,MOD1,33633,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615921990,MOD1,33634,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922000,MOD1,33644,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922001,MOD1,33645,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922015,MOD1,33655,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922015,MOD1,33656,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922022,MOD1,33666,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922023,MOD1,33667,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922033,MOD1,33677,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922034,MOD1,33678,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922045,MOD1,33688,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922045,MOD1,33689,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922055,MOD1,33699,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922056,MOD1,33700,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922067,MOD1,33710,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922067,MOD1,33711,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922077,MOD1,33721,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922080,MOD1,33722,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922088,MOD1,33732,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922089,MOD1,33733,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922100,MOD1,33743,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922100,MOD1,33744,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922111,MOD1,33754,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922111,MOD1,33755,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922122,MOD1,33765,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922122,MOD1,33766,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922133,MOD1,33776,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922133,MOD1,33777,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922144,MOD1,33787,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922145,MOD1,33788,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922156,MOD1,33798,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922156,MOD1,33799,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922167,MOD1,33809,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922167,MOD1,33810,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922176,MOD1,33820,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922177,MOD1,33821,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922188,MOD1,33831,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922188,MOD1,33832,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922199,MOD1,33842,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922200,MOD1,33843,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922209,MOD1,33853,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922211,MOD1,33854,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922225,MOD1,33865,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922232,MOD1,33875,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922233,MOD1,33876,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922244,MOD1,33886,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922245,MOD1,33887,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922254,MOD1,33897,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922255,MOD1,33898,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922264,MOD1,33908,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922265,MOD1,33909,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922278,MOD1,33919,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922278,MOD1,33920,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922287,MOD1,33930,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922287,MOD1,33931,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922298,MOD1,33941,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922298,MOD1,33942,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922308,MOD1,33952,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922309,MOD1,33953,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922322,MOD1,33963,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922322,MOD1,33964,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922331,MOD1,33974,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922331,MOD1,33975,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922342,MOD1,33985,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922343,MOD1,33986,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922353,MOD1,33996,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922353,MOD1,33997,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922365,MOD1,34007,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922365,MOD1,34008,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922376,MOD1,34018,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922377,MOD1,34019,12,0.00,0.00,0.00,0.00,0.00,0.00
1748615922388,MOD1,34029,10,0.00,0.00,0.00,0.00,0.00,0.00
1748615922388,MOD1,34030,12,0.00,0.00,0.00,0.00,0.00,0.00
